id,1997-1998,1998-2001,2001-2002,2002-2005,2005-2006,2006-2009,2009-2010,縣市,鄉鎮,1994藍代表,1994綠代表,1994藍得票,1994綠得票,1997藍代表,1997綠代表,1997藍得票,1997綠得票,1998藍代表,1998綠代表,1998藍得票,1998綠得票,2001藍代表,2001綠代表,2001藍得票,2001綠得票,2002藍代表,2002綠代表,2002藍得票,2002綠得票,2005藍代表,2005綠代表,2005藍得票,2005綠得票,2006藍代表,2006綠代表,2006藍得票,2006綠得票,2009藍代表,2009綠代表,2009藍得票,2009綠得票,2010藍代表,2010綠代表,2010藍得票,2010綠得票
64000120,46.434650535523,46.434650535523,33.445376611958,33.445376611958,45.167247240525,45.167247240525,45.167247240525,,高雄縣,鳳山市,,,,,53196,61365,黃鴻都,余政憲,,,,,36517,72667,吳光訓,楊秋興,,,,,64572,78390,林益世,楊秋興,,,,,,,,,34929,87699,黃昭順,陳菊
64000130,44.180471573223,44.180471573223,32.575919361039,32.575919361039,44.107102208058,44.107102208058,44.107102208058,,高雄縣,林園鄉,,,,,12348,15601,黃鴻都,余政憲,,,,,7627,15786,吳光訓,楊秋興,,,,,15501,19643,林益世,楊秋興,,,,,,,,,7614,24914,黃昭順,陳菊
64000140,48.682143856101,48.682143856101,34.681906003399,34.681906003399,39.782281280384,39.782281280384,39.782281280384,,高雄縣,大寮鄉,,,,,22626,23851,黃鴻都,余政憲,,,,,14899,28060,吳光訓,楊秋興,,,,,20867,31586,林益世,楊秋興,,,,,,,,,11548,33336,黃昭順,陳菊
64000150,42.553294573643,42.553294573643,32.779347669908,32.779347669908,32.963174296625,32.963174296625,32.963174296625,,高雄縣,大樹鄉,,,,,8783,11857,黃鴻都,余政憲,,,,,6844,14035,吳光訓,楊秋興,,,,,7510,15273,林益世,楊秋興,,,,,,,,,4325,14722,黃昭順,陳菊
64000160,39.767018565708,39.767018565708,30.174107445295,30.174107445295,33.552943969611,33.552943969611,33.552943969611,,高雄縣,大社鄉,,,,,5462,8273,黃鴻都,余政憲,,,,,4454,10307,吳光訓,楊秋興,,,,,5653,11195,林益世,楊秋興,,,,,,,,,3052,11264,黃昭順,陳菊
64000170,40.15507385817,40.15507385817,29.993021632938,29.993021632938,33.957159798399,33.957159798399,33.957159798399,,高雄縣,仁武鄉,,,,,7095,10574,黃鴻都,余政憲,,,,,6447,15048,吳光訓,楊秋興,,,,,9163,17821,林益世,楊秋興,,,,,,,,,5874,22661,黃昭順,陳菊
64000180,43.376472298968,43.376472298968,38.810040285095,38.810040285095,39.564556962025,39.564556962025,39.564556962025,,高雄縣,鳥松鄉,,,,,5966,7788,黃鴻都,余政憲,,,,,6262,9873,吳光訓,楊秋興,,,,,7814,11936,林益世,楊秋興,,,,,,,,,4471,12529,黃昭順,陳菊
64000190,53.129923327382,53.129923327382,38.239843266653,38.239843266653,44.091816367265,44.091816367265,44.091816367265,,高雄縣,岡山鎮,,,,,20234,17850,黃鴻都,余政憲,,,,,14834,23958,吳光訓,楊秋興,,,,,19881,25209,林益世,楊秋興,,,,,,,,,10385,25274,黃昭順,陳菊
64000200,36.497517926089,36.497517926089,25.180220770444,25.180220770444,31.534509943543,31.534509943543,31.534509943543,,高雄縣,橋頭鄉,,,,,6617,11513,黃鴻都,余政憲,,,,,4471,13285,吳光訓,楊秋興,,,,,6200,13461,林益世,楊秋興,,,,,,,,,3483,12984,黃昭順,陳菊
64000210,48.255700643149,48.255700643149,23.955555555556,23.955555555556,34.496884375721,34.496884375721,34.496884375721,,高雄縣,燕巢鄉,,,,,7428,7965,黃鴻都,余政憲,,,,,3773,11977,吳光訓,楊秋興,,,,,5979,11353,林益世,楊秋興,,,,,,,,,3007,9357,黃昭順,陳菊
64000220,36.578581363004,36.578581363004,35.489649681529,35.489649681529,32.286109464533,32.286109464533,32.286109464533,,高雄縣,田寮鄉,,,,,1841,3192,黃鴻都,余政憲,,,,,1783,3241,吳光訓,楊秋興,,,,,1634,3427,林益世,楊秋興,,,,,,,,,862,3434,黃昭順,陳菊
64000230,41.629923574368,41.629923574368,35.968208092486,35.968208092486,33.842577216871,33.842577216871,33.842577216871,,高雄縣,阿蓮鄉,,,,,5665,7943,黃鴻都,余政憲,,,,,4978,8862,吳光訓,楊秋興,,,,,5095,9960,林益世,楊秋興,,,,,,,,,2428,9408,黃昭順,陳菊
64000240,52.503515575063,52.503515575063,40.114734044797,40.114734044797,39.7546974721,39.7546974721,39.7546974721,,高雄縣,路竹鄉,,,,,12321,11146,黃鴻都,余政憲,,,,,9510,14197,吳光訓,楊秋興,,,,,11150,16897,林益世,楊秋興,,,,,,,,,5933,15753,黃昭順,陳菊
64000250,45.015202432389,45.015202432389,37.256513520178,37.256513520178,35.474006116208,35.474006116208,35.474006116208,,高雄縣,湖內鄉,,,,,5626,6872,黃鴻都,余政憲,,,,,4533,7634,吳光訓,楊秋興,,,,,5220,9495,林益世,楊秋興,,,,,,,,,2677,9113,黃昭順,陳菊
64000260,54.968413229283,54.968413229283,40.693260760582,40.693260760582,42.166333555408,42.166333555408,42.166333555408,,高雄縣,茄萣鄉,,,,,7396,6059,黃鴻都,余政憲,,,,,5682,8281,吳光訓,楊秋興,,,,,7595,10417,林益世,楊秋興,,,,,,,,,3112,10200,黃昭順,陳菊
64000270,66.494629655461,66.494629655461,47.565769579679,47.565769579679,43.355390129584,43.355390129584,43.355390129584,,高雄縣,永安鄉,,,,,4767,2402,黃鴻都,余政憲,,,,,3146,3468,吳光訓,楊秋興,,,,,3145,4109,林益世,楊秋興,,,,,,,,,1691,4274,黃昭順,陳菊
64000280,49.300861190851,49.300861190851,40.341243381055,40.341243381055,44.385466507177,44.385466507177,44.385466507177,,高雄縣,彌陀鄉,,,,,5324,5475,黃鴻都,余政憲,,,,,4114,6084,吳光訓,楊秋興,,,,,5937,7439,林益世,楊秋興,,,,,,,,,1810,6336,黃昭順,陳菊
64000290,46.068455134135,46.068455134135,37.117534153777,37.117534153777,32.527907988209,32.527907988209,32.527907988209,,高雄縣,梓官鄉,,,,,7968,9328,黃鴻都,余政憲,,,,,6575,11139,吳光訓,楊秋興,,,,,6731,13962,林益世,楊秋興,,,,,,,,,3358,13231,黃昭順,陳菊
64000300,47.048138056312,47.048138056312,33.402434486791,33.402434486791,42.721309808308,42.721309808308,42.721309808308,,高雄縣,旗山鎮,,,,,10360,11660,黃鴻都,余政憲,,,,,6284,12529,吳光訓,楊秋興,,,,,8402,11265,林益世,楊秋興,,,,,,,,,4203,12638,黃昭順,陳菊
64000310,42.944596141989,42.944596141989,28.779984804081,28.779984804081,43.430725730443,43.430725730443,43.430725730443,,高雄縣,美濃鎮,,,,,9751,12955,黃鴻都,余政憲,,,,,5303,13123,吳光訓,楊秋興,,,,,9216,12004,林益世,楊秋興,,,,,,,,,4988,11937,黃昭順,陳菊
64000320,33.893871449925,33.893871449925,36.643733173796,36.643733173796,35.80908032596,35.80908032596,35.80908032596,,高雄縣,六龜鄉,,,,,2721,5307,黃鴻都,余政憲,,,,,2450,4236,吳光訓,楊秋興,,,,,3076,5514,林益世,楊秋興,,,,,,,,,1712,4649,黃昭順,陳菊
64000330,51.649773560492,51.649773560492,49.936175644626,49.936175644626,53.14795383001,53.14795383001,53.14795383001,,高雄縣,甲仙鄉,,,,,2395,2242,黃鴻都,余政憲,,,,,1956,1961,吳光訓,楊秋興,,,,,3039,2679,林益世,楊秋興,,,,,,,,,1152,1788,黃昭順,陳菊
64000340,39.398260373592,39.398260373592,45.241325838341,45.241325838341,47.579358042206,47.579358042206,47.579358042206,,高雄縣,杉林鄉,,,,,2763,4250,黃鴻都,余政憲,,,,,2334,2825,吳光訓,楊秋興,,,,,2683,2956,林益世,楊秋興,,,,,,,,,1459,3541,黃昭順,陳菊
64000350,41.64107064502,41.64107064502,41.905855338691,41.905855338691,42.358266867859,42.358266867859,42.358266867859,,高雄縣,內門鄉,,,,,3796,5320,黃鴻都,余政憲,,,,,3285,4554,吳光訓,楊秋興,,,,,3930,5348,林益世,楊秋興,,,,,,,,,2313,5703,黃昭順,陳菊
64000360,71.194968553459,71.194968553459,86.920980926431,86.920980926431,71.58081705151,71.58081705151,71.58081705151,,高雄縣,茂林鄉,,,,,566,229,黃鴻都,余政憲,,,,,638,96,吳光訓,楊秋興,,,,,806,320,林益世,楊秋興,,,,,,,,,425,243,黃昭順,陳菊
64000370,60.843039378813,60.843039378813,78.359621451104,78.359621451104,69.403784362728,69.403784362728,69.403784362728,,高雄縣,桃源鄉,,,,,1097,706,黃鴻都,余政憲,,,,,1242,343,吳光訓,楊秋興,,,,,1944,857,林益世,楊秋興,,,,,,,,,1184,535,黃昭順,陳菊
10013010,46.372826344201,46.372826344201,52.511553353595,52.511553353595,57.587915012077,57.587915012077,43.35077105922,,屏東縣,屏東市,,,,,41148,47585,曾永權,蘇嘉全,,,,,50451,45625,王進士,蘇嘉全,,,,,56268,41440,王進士,曹啟鴻,,,,,44500,58151,周典論,曹啟鴻,,,,
10013020,39.664352344848,39.664352344848,37.506454303531,37.506454303531,44.844257747484,44.844257747484,35.655396717344,,屏東縣,潮州鎮,,,,,9312,14165,曾永權,蘇嘉全,,,,,9443,15734,王進士,蘇嘉全,,,,,11316,13918,王進士,曹啟鴻,,,,,9428,17014,周典論,曹啟鴻,,,,
10013030,38.687347108728,38.687347108728,36.033279143158,36.033279143158,44.614641217685,44.614641217685,37.588594370929,,屏東縣,東港鎮,,,,,7433,11780,曾永權,蘇嘉全,,,,,7536,13378,王進士,蘇嘉全,,,,,9233,11462,王進士,曹啟鴻,,,,,9175,15234,周典論,曹啟鴻,,,,
10013040,41.231919388916,41.231919388916,36.844978165939,36.844978165939,47.693510555121,47.693510555121,46.314465408805,,屏東縣,恆春鎮,,,,,5074,7232,曾永權,蘇嘉全,,,,,4725,8099,王進士,蘇嘉全,,,,,5490,6021,王進士,曹啟鴻,,,,,5523,6402,周典論,曹啟鴻,,,,
10013050,42.651168441942,42.651168441942,43.947851353418,43.947851353418,44.984188669181,44.984188669181,40.037735849057,,屏東縣,萬丹鄉,,,,,10531,14160,曾永權,蘇嘉全,,,,,11495,14661,王進士,蘇嘉全,,,,,11807,14440,王進士,曹啟鴻,,,,,11671,17479,周典論,曹啟鴻,,,,
10013060,31.062013903228,31.062013903228,32.752567936549,32.752567936549,44.33166547534,44.33166547534,35.507155410495,,屏東縣,長治鄉,,,,,4513,10016,曾永權,蘇嘉全,,,,,5038,10344,王進士,蘇嘉全,,,,,6202,7788,王進士,曹啟鴻,,,,,5657,10275,周典論,曹啟鴻,,,,
10013070,33.931317273193,33.931317273193,38.533927686974,38.533927686974,40.886850152905,40.886850152905,29.501734468622,,屏東縣,麟洛鄉,,,,,1986,3867,曾永權,蘇嘉全,,,,,2334,3723,王進士,蘇嘉全,,,,,2674,3866,王進士,曹啟鴻,,,,,1871,4471,周典論,曹啟鴻,,,,
10013080,34.383462718902,34.383462718902,38.966971187632,38.966971187632,35.469843070524,35.469843070524,31.116774791474,,屏東縣,九如鄉,,,,,3809,7269,曾永權,蘇嘉全,,,,,4436,6948,王進士,蘇嘉全,,,,,3752,6826,王進士,曹啟鴻,,,,,4029,8919,周典論,曹啟鴻,,,,
10013090,36.365786361845,36.365786361845,33.458416296523,33.458416296523,36.042268511479,36.042268511479,34.361580303464,,屏東縣,里港鄉,,,,,4613,8072,曾永權,蘇嘉全,,,,,4369,8689,王進士,蘇嘉全,,,,,4741,8413,王進士,曹啟鴻,,,,,4801,9171,周典論,曹啟鴻,,,,
10013100,56.919400391049,56.919400391049,44.234629395584,44.234629395584,51.036840106343,51.036840106343,45.995525727069,,屏東縣,鹽埔鄉,,,,,7860,5949,曾永權,蘇嘉全,,,,,5950,7501,王進士,蘇嘉全,,,,,6719,6446,王進士,曹啟鴻,,,,,7196,8449,周典論,曹啟鴻,,,,
10013110,32.127372236833,32.127372236833,30.6300729081814,30.637290081814,36.205183089978,36.205183089978,31.462157405079,,屏東縣,高樹鄉,,,,,4520,9549,曾永權,蘇嘉全,,,,,4269,9665,王進士,蘇嘉全,,,,,4736,8345,王進士,曹啟鴻,,,,,5005,10903,周典論,曹啟鴻,,,,
10013120,36.028356823361,36.028356823361,32.680395111334,32.680395111334,35.307431158054,35.307431158054,32.166765528345,,屏東縣,萬巒鄉,,,,,4269,7580,曾永權,蘇嘉全,,,,,3904,8042,王進士,蘇嘉全,,,,,3744,6860,王進士,曹啟鴻,,,,,3796,8005,周典論,曹啟鴻,,,,
10013130,34.757062941984,34.757062941984,37.141239338925,37.141239338925,41.471183392041,41.471183392041,34.392117683536,,屏東縣,內埔鄉,,,,,9879,18544,曾永權,蘇嘉全,,,,,10495,17762,王進士,蘇嘉全,,,,,11067,15619,王進士,曹啟鴻,,,,,9983,19044,周典論,曹啟鴻,,,,
10013140,38.368983957219,38.368983957219,36.069423175089,36.069423175089,39.051870748299,39.051870748299,33.290989928319,,屏東縣,竹田鄉,,,,,3731,5993,曾永權,蘇嘉全,,,,,3533,6262,王進士,蘇嘉全,,,,,3674,5734,王進士,曹啟鴻,,,,,3669,7352,周典論,曹啟鴻,,,,
10013150,41.927216811891,41.927216811891,36.01453035807,36.01453035807,43.986313088109,43.986313088109,43.282718727404,,屏東縣,新埤鄉,,,,,2454,3399,曾永權,蘇嘉全,,,,,2082,3699,王進士,蘇嘉全,,,,,2571,3274,王進士,曹啟鴻,,,,,2993,3922,周典論,曹啟鴻,,,,
10013160,44.728577837595,44.728577837595,40.625,40.625,41.325982673445,41.325982673445,44.602291764391,,屏東縣,枋寮鄉,,,,,5982,7392,曾永權,蘇嘉全,,,,,5369,7847,王進士,蘇嘉全,,,,,5772,8195,王進士,曹啟鴻,,,,,6656,8267,周典論,曹啟鴻,,,,
10013170,36.30114743451,36.30114743451,33.942065491184,33.942065491184,40.020754064338,40.020754064338,41.04226300724,,屏東縣,新園鄉,,,,,6707,11769,曾永權,蘇嘉全,,,,,6468,12588,王進士,蘇嘉全,,,,,8099,12138,王進士,曹啟鴻,,,,,9750,14006,周典論,曹啟鴻,,,,
10013180,37.734096889026,37.734096889026,39.219304471256,39.219304471256,39.493935046302,39.493935046302,33.70319001387,,屏東縣,崁頂鄉,,,,,2438,4023,曾永權,蘇嘉全,,,,,2763,4282,王進士,蘇嘉全,,,,,3028,4639,王進士,曹啟鴻,,,,,2916,5736,周典論,曹啟鴻,,,,
10013190,42.163397448105,42.163397448105,39.169790619,39.169790619,29.551768846083,29.551768846083,31.119232526268,,屏東縣,林邊鄉,,,,,4428,6074,曾永權,蘇嘉全,,,,,4284,6653,王進士,蘇嘉全,,,,,3191,7607,王進士,曹啟鴻,,,,,3406,7539,周典論,曹啟鴻,,,,
10013200,36.737588652482,36.737588652482,36.05812897366,36.05812897366,39.591898888381,39.591898888381,34.537210756723,,屏東縣,南州鄉,,,,,2331,4014,曾永權,蘇嘉全,,,,,2382,4224,王進士,蘇嘉全,,,,,2600,3967,王進士,曹啟鴻,,,,,2209,4187,周典論,曹啟鴻,,,,
10013210,39.676824448933,39.676824448933,33.313006359439,33.313006359439,35.595390524968,35.595390524968,31.840704716462,,屏東縣,佳冬鄉,,,,,4518,6869,曾永權,蘇嘉全,,,,,3824,7655,王進士,蘇嘉全,,,,,3614,6539,王進士,曹啟鴻,,,,,3470,7428,周典論,曹啟鴻,,,,
10013220,46.452540747843,46.452540747843,50.523168908819,50.523168908819,65.001981767737,65.001981767737,54.411092488191,,屏東縣,琉球鄉,,,,,1938,2234,曾永權,蘇嘉全,,,,,2366,2317,王進士,蘇嘉全,,,,,3280,1766,王進士,曹啟鴻,,,,,3571,2992,周典論,曹啟鴻,,,,
10013230,43.192195931922,43.192195931922,32.305127136307,32.305127136307,41.602266872746,41.602266872746,36.487018095987,,屏東縣,車城鄉,,,,,2081,2737,曾永權,蘇嘉全,,,,,1550,3248,王進士,蘇嘉全,,,,,1615,2267,王進士,曹啟鴻,,,,,1855,3229,周典論,曹啟鴻,,,,
10013240,46.276449574059,46.276449574059,41.664339569953,41.664339569953,51.061477222468,51.061477222468,47.211193042163,,屏東縣,滿州鄉,,,,,1684,1955,曾永權,蘇嘉全,,,,,1492,2089,王進士,蘇嘉全,,,,,2309,2213,王進士,曹啟鴻,,,,,2497,2792,周典論,曹啟鴻,,,,
10013250,46.067808458581,46.067808458581,40.715029503645,40.715029503645,45.255255255255,45.255255255255,43.712574850299,,屏東縣,枋山鄉,,,,,1318,1543,曾永權,蘇嘉全,,,,,1173,1708,王進士,蘇嘉全,,,,,1507,1823,王進士,曹啟鴻,,,,,1679,2162,周典論,曹啟鴻,,,,
10013260,0080.06357279085,80.006357279085,62.433706540955,62.433706540955,72.687704026115,72.687704026115,67.465457685665,,屏東縣,三地門鄉,,,,,2517,629,曾永權,蘇嘉全,,,,,2119,1275,王進士,蘇嘉全,,,,,2672,1004,王進士,曹啟鴻,,,,,3125,1507,周典論,曹啟鴻,,,,
10013270,67.980884109916,67.980884109916,6000.04026684456,60.040026684456,73.361910593999,73.361910593999,59.674234945706,,屏東縣,霧臺鄉,,,,,1138,536,曾永權,蘇嘉全,,,,,900,599,王進士,蘇嘉全,,,,,1198,435,王進士,曹啟鴻,,,,,1209,817,周典論,曹啟鴻,,,,
10013280,74.632491519035,74.632491519035,69.617706237425,69.617706237425,76.316555135292,76.316555135292,67.72198862231,,屏東縣,瑪家鄉,,,,,1980,673,曾永權,蘇嘉全,,,,,2076,906,王進士,蘇嘉全,,,,,2623,814,王進士,曹啟鴻,,,,,2738,1305,周典論,曹啟鴻,,,,
10013290,81.055607917059,81.055607917059,72.108843537415,72.108843537415,77.622097678143,77.622097678143,72.41250930752,,屏東縣,泰武鄉,,,,,1720,402,曾永權,蘇嘉全,,,,,1590,615,王進士,蘇嘉全,,,,,1939,559,王進士,曹啟鴻,,,,,1945,741,周典論,曹啟鴻,,,,
10013300,86.561743341404,86.561743341404,65.906813627255,65.906813627255,82.326369282891,82.326369282891,75.738688827331,,屏東縣,來義鄉,,,,,2860,444,曾永權,蘇嘉全,,,,,2631,1361,王進士,蘇嘉全,,,,,2916,626,王進士,曹啟鴻,,,,,3281,1051,周典論,曹啟鴻,,,,
10013310,84.734211721945,84.734211721945,72.82861124013,72.82861124013,86.060329067642,86.060329067642,85.391705069124,,屏東縣,春日鄉,,,,,1865,336,曾永權,蘇嘉全,,,,,1568,585,王進士,蘇嘉全,,,,,1883,305,王進士,曹啟鴻,,,,,1853,317,周典論,曹啟鴻,,,,
10013320,84.474445515911,84.474445515911,72.886989553656,72.886989553656,82.967032967033,82.967032967033,74.807197943445,,屏東縣,獅子鄉,,,,,1752,322,曾永權,蘇嘉全,,,,,1535,571,王進士,蘇嘉全,,,,,1812,372,王進士,曹啟鴻,,,,,2037,686,周典論,曹啟鴻,,,,
10013330,81.750810560445,81.750810560445,69.510421715948,69.510421715948,79.660297239915,79.660297239915,69.003285870756,,屏東縣,牡丹鄉,,,,,1765,394,曾永權,蘇嘉全,,,,,1434,629,王進士,蘇嘉全,,,,,1876,479,王進士,曹啟鴻,,,,,1890,849,周典論,曹啟鴻,,,,
10014010,84.264229626015,84.264229626015,78.4265006660872,78.426566600872,,,47.372461864835,,臺東縣,臺東市,,,,,18994,3547,陳建年,黃昭輝,,,,,36157,9946,"徐慶元 吳俊立",賴坤成,,,,,,,,,,,,,23447,26048,黃健庭,劉櫂豪,,,,
10014020,94.571181056887,94.571181056887,90.481019994205,90.481019994205,,,58.324895125127,,臺東縣,成功鎮,,,,,3275,188,陳建年,黃昭輝,,,,,6245,657,"徐慶元 吳俊立",賴坤成,,,,,,,,,,,,,4032,2881,黃健庭,劉櫂豪,,,,
10014030,89.122957867584,89.122957867584,79.298794104511,79.298794104511,,,52.721238938053,,臺東縣,關山鎮,,,,,2073,253,陳建年,黃昭輝,,,,,3551,927,"徐慶元 吳俊立",賴坤成,,,,,,,,,,,,,2383,2137,黃健庭,劉櫂豪,,,,
10014040,91.639932062653,91.639932062653,85.05214368482,85.05214368482,,,51.340002470051,,臺東縣,卑南鄉,,,,,4856,443,陳建年,黃昭輝,,,,,7340,1290,"徐慶元 吳俊立",賴坤成,,,,,,,,,,,,,4157,3940,黃健庭,劉櫂豪,,,,
10014050,84.578833693305,84.578833693305,80.015860428232,80.015860428232,,,49.128406579917,,臺東縣,鹿野鄉,,,,,1958,357,陳建年,黃昭輝,,,,,3027,756,"徐慶元 吳俊立",賴坤成,,,,,,,,,,,,,2001,2072,黃健庭,劉櫂豪,,,,
10014060,89.043336058872,89.043336058872,76.766649720386,76.766649720386,,,53.860210141617,,臺東縣,池上鄉,,,,,2178,268,陳建年,黃昭輝,,,,,3020,914,"徐慶元 吳俊立",賴坤成,,,,,,,,,,,,,2358,2020,黃健庭,劉櫂豪,,,,
10014070,94.042232277526,94.042232277526,90.817757009346,90.817757009346,,,56.211246525551,,臺東縣,東河鄉,,,,,2494,158,陳建年,黃昭輝,,,,,3887,393,"徐慶元 吳俊立",賴坤成,,,,,,,,,,,,,2629,2048,黃健庭,劉櫂豪,,,,
10014080,96.097337006428,96.097337006428,87.549148099607,87.549148099607,,,62.660731948566,,臺東縣,長濱鄉,,,,,2093,85,陳建年,黃昭輝,,,,,3340,475,"徐慶元 吳俊立",賴坤成,,,,,,,,,,,,,2534,1510,黃健庭,劉櫂豪,,,,
10014090,90.124705089316,90.124705089316,81.893079458074,81.893079458074,,,50.18752130924,,臺東縣,太麻里鄉,,,,,2674,293,陳建年,黃昭輝,,,,,4473,989,"徐慶元 吳俊立",賴坤成,,,,,,,,,,,,,2944,2922,黃健庭,劉櫂豪,,,,
10014100,95.849056603774,95.849056603774,90.926944226237,90.926944226237,,,61.173048957828,,臺東縣,大武鄉,,,,,1524,66,陳建年,黃昭輝,,,,,2315,231,"徐慶元 吳俊立",賴坤成,,,,,,,,,,,,,2524,1602,黃健庭,劉櫂豪,,,,
10014110,99.039780521262,99.039780521262,88.446215139442,88.446215139442,,,61.743951612903,,臺東縣,綠島鄉,,,,,722,7,陳建年,黃昭輝,,,,,888,116,"徐慶元 吳俊立",賴坤成,,,,,,,,,,,,,1225,759,黃健庭,劉櫂豪,,,,
10014120,97.368421052632,97.368421052632,93.287037037037,93.287037037037,,,68.794326241135,,臺東縣,海端鄉,,,,,1406,38,陳建年,黃昭輝,,,,,1612,116,"徐慶元 吳俊立",賴坤成,,,,,,,,,,,,,1358,616,黃健庭,劉櫂豪,,,,
10014130,96.577946768061,96.577946768061,88.565488565489,88.565488565489,,,72.367717797969,,臺東縣,延平鄉,,,,,1016,36,陳建年,黃昭輝,,,,,1278,165,"徐慶元 吳俊立",賴坤成,,,,,,,,,,,,,1354,517,黃健庭,劉櫂豪,,,,
10014140,99.17695473251,99.17695473251,95.454545454545,95.454545454545,,,68.820786142572,,臺東縣,金峰鄉,,,,,1205,10,陳建年,黃昭輝,,,,,1386,66,"徐慶元 吳俊立",賴坤成,,,,,,,,,,,,,1033,468,黃健庭,劉櫂豪,,,,
10014150,98.901098901099,98.901098901099,94.113756613757,94.113756613757,,,69.555143651529,,臺東縣,達仁鄉,,,,,1260,14,陳建年,黃昭輝,,,,,1423,89,"徐慶元 吳俊立",賴坤成,,,,,,,,,,,,,1501,657,黃健庭,劉櫂豪,,,,
10014160,92.052023121387,92.052023121387,89.036885245902,89.036885245902,,,59.093982420554,,臺東縣,蘭嶼鄉,,,,,637,55,陳建年,黃昭輝,,,,,869,107,"徐慶元 吳俊立",賴坤成,,,,,,,,,,,,,874,605,黃健庭,劉櫂豪,,,,
10015010,49.035918765565,49.035918765565,65.169942096993,65.169942096993,74.34625678297,74.34625678297,,,花蓮縣,花蓮市,,,,,19099,19850,王慶豐,游盈隆,,,,,30276,16181,"張福興 賴政雄",游盈隆,,,,,30279,10448,"謝深山 傅崐萁",盧博基,,,,,,,,,,,,
10015040,58.958701590873,58.958701590873,70.787207872079,70.787207872079,78.874720652031,78.874720652031,,,花蓮縣,新城鄉,,,,,3669,2554,王慶豐,游盈隆,,,,,4604,1900,"張福興 賴政雄",游盈隆,,,,,6000,1607,"謝深山 傅崐萁",盧博基,,,,,,,,,,,,
10015110,65.704492152264,65.704492152264,66.147580258745,66.147580258745,84.771742752416,84.771742752416,,,花蓮縣,秀林鄉,,,,,7284,3802,王慶豐,游盈隆,,,,,8283,4239,"張福興 賴政雄",游盈隆,,,,,5088,914,"謝深山 傅崐萁",盧博基,,,,,,,,,,,,
10015050,60.613481118701,60.613481118701,70.110490944299,70.110490944299,75.355498721228,75.355498721228,,,花蓮縣,吉安鄉,,,,,4703,3056,王慶豐,游盈隆,,,,,6155,2624,"張福興 賴政雄",游盈隆,,,,,22098,7227,"謝深山 傅崐萁",盧博基,,,,,,,,,,,,
10015060,49.782591816135,49.782591816135,65.927389183203,65.927389183203,75.732548930875,75.732548930875,,,花蓮縣,壽豐鄉,,,,,12823,12935,王慶豐,游盈隆,,,,,22027,11384,"張福興 賴政雄",游盈隆,,,,,6694,2145,"謝深山 傅崐萁",盧博基,,,,,,,,,,,,
10015020,53.29703569268,53.29703569268,64.488448844884,64.488448844884,77.707112970711,77.707112970711,,,花蓮縣,鳳林鎮,,,,,4405,3860,王慶豐,游盈隆,,,,,5862,3228,"張福興 賴政雄",游盈隆,,,,,4643,1332,"謝深山 傅崐萁",盧博基,,,,,,,,,,,,
10015070,76.878881987578,76.878881987578,71.281399943551,71.281399943551,81.383223431989,81.383223431989,,,花蓮縣,光復鄉,,,,,4951,1489,王慶豐,游盈隆,,,,,5051,2035,"張福興 賴政雄",游盈隆,,,,,5307,1214,"謝深山 傅崐萁",盧博基,,,,,,,,,,,,
10015080,73.573710634414,73.573710634414,81.923235658275,81.923235658275,85.951065509077,85.951065509077,,,花蓮縣,豐濱鄉,,,,,1612,579,王慶豐,游盈隆,,,,,1985,438,"張福興 賴政雄",游盈隆,,,,,2178,356,"謝深山 傅崐萁",盧博基,,,,,,,,,,,,
10015120,63.234757210661,63.234757210661,68.148272391815,68.148272391815,91.546825675202,91.546825675202,,,花蓮縣,萬榮鄉,,,,,3464,2014,王慶豐,游盈隆,,,,,4063,1899,"張福興 賴政雄",游盈隆,,,,,2610,241,"謝深山 傅崐萁",盧博基,,,,,,,,,,,,
10015090,71.153119092628,71.153119092628,71.658462703521,71.658462703521,75.948260793568,75.948260793568,,,花蓮縣,瑞穗鄉,,,,,3764,1526,王慶豐,游盈隆,,,,,3785,1497,"張福興 賴政雄",游盈隆,,,,,4345,1376,"謝深山 傅崐萁",盧博基,,,,,,,,,,,,
10015030,54.730473047305,54.730473047305,77.917472598324,77.917472598324,77.84206943499,77.84206943499,,,花蓮縣,玉里鎮,,,,,2985,2469,王慶豐,游盈隆,,,,,4834,1370,"張福興 賴政雄",游盈隆,,,,,9148,2604,"謝深山 傅崐萁",盧博基,,,,,,,,,,,,
10015100,71.062422488632,71.062422488632,81.163039600428,81.163039600428,75.269835258474,75.269835258474,,,花蓮縣,富里鄉,,,,,1719,700,王慶豐,游盈隆,,,,,2275,528,"張福興 賴政雄",游盈隆,,,,,3975,1306,"謝深山 傅崐萁",盧博基,,,,,,,,,,,,
10015130,84.602224123182,84.602224123182,88.700331125828,88.700331125828,92.233701460634,92.233701460634,,,花蓮縣,卓溪鄉,,,,,1978,360,王慶豐,游盈隆,,,,,2143,273,"張福興 賴政雄",游盈隆,,,,,2589,218,"謝深山 傅崐萁",盧博基,,,,,,,,,,,,
10016010,57.733879985091,57.733879985091,60.167569319076,60.167569319076,54.834268406017,54.834268406017,51.467848893525,,澎湖縣,馬公市,,,,,12392,9072,賴峰偉,許丕龍,,,,,12998,8605,賴峰偉,陳光復,,,,,15931,13122,王乾發,陳光復,,,,,13815,13027,王乾發,蔡見興,,,,
